Metric,Value
Symbol,MSOT
Company Name,Masood Textile Mills Limited
Price open,118.5
Price close,119.13
Price high,123.5
Price low,116.55
52 week high price,134.87
52 week low price,44.65
Market cap,8.04B
Shares outstanding,67.5M
Free float shares,13.5M
Weekly average volume,25.65K
Free Float %,20
Dividend Yield (%),0
Earnings Per Share,15.06
Net Income Margin (%),2.06
Price to Book Value,0.53
Price to Earnings,4.24
PEG Ratio,0.13
