Metric,Value
Symbol,ADMM
Company Name,Artistic Denim Mills Limited
Price open,60.77
Price close,58.2
Price high,60.77
Price low,58
52 week high price,117.45
52 week low price,43.35
Market cap,4.89B
Shares outstanding,84M
Free float shares,8.4M
Weekly average volume,112.65K
Free Float %,10
Dividend Yield (%),0
Earnings Per Share,-7.87
Net Income Margin (%),-4.45
Price to Book Value,0.68
Price to Earnings,-7.4
PEG Ratio,-1.13
