Metric,Value
Symbol,AMTEX
Company Name,Amtex Limited
Price open,4.67
Price close,4.49
Price high,4.67
Price low,4.48
52 week high price,6.49
52 week low price,3.04
Market cap,1.16B
Shares outstanding,259.43M
Free float shares,116.74M
Weekly average volume,652.35K
Free Float %,45
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
