Metric,Value
Symbol,TELE
Company Name,Telecard Limited
Price open,9.12
Price close,9.09
Price high,9.3
Price low,9.03
52 week high price,14.09
52 week low price,6.22
Market cap,3.08B
Shares outstanding,338.63M
Free float shares,326M
Weekly average volume,5.54M
Free Float %,96.27
Dividend Yield (%),0
Earnings Per Share,0.51
Net Income Margin (%),1.67
Price to Book Value,0.7
Price to Earnings,17.9
PEG Ratio,0.73
