Metric,Value
Symbol,ASTM
Company Name,Asim Textile Mills Limited
Price open,25.83
Price close,24.23
Price high,27.51
Price low,23.71
52 week high price,41.94
52 week low price,12
Market cap,367.74M
Shares outstanding,15.18M
Free float shares,2.28M
Weekly average volume,109.07K
Free Float %,15
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
