Metric,Value
Symbol,BAHL
Company Name,Bank AL Habib Limited
Price open,177
Price close,181.48
Price high,184
Price low,175.3
52 week high price,230.01
52 week low price,144.9
Market cap,201.7B
Shares outstanding,1.11B
Free float shares,833.57M
Weekly average volume,1.93M
Free Float %,75
Dividend Yield (%),8.53
Earnings Per Share,26.08
Net Income Margin (%),8.15
Price to Book Value,1.21
Price to Earnings,6.74
PEG Ratio,-
