Metric,Value
Symbol,PACE
Company Name,Pace (Pakistan) Limited
Price open,11.1
Price close,10.71
Price high,11.15
Price low,10.64
52 week high price,31
52 week low price,5.56
Market cap,3.32B
Shares outstanding,309.86M
Free float shares,405.02M
Weekly average volume,8.11M
Free Float %,130.71
Dividend Yield (%),0
Earnings Per Share,-0.36
Net Income Margin (%),5.44
Price to Book Value,1.94
Price to Earnings,4.43
PEG Ratio,-
