Metric,Value
Symbol,TPLRF1
Company Name,TPL REIT Fund I
Price open,10.2
Price close,10.09
Price high,10.5
Price low,10
52 week high price,18.39
52 week low price,7.5
Market cap,18.52B
Shares outstanding,1.84B
Free float shares,1.38B
Weekly average volume,15.58M
Free Float %,75
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
