Metric,Value
Symbol,PAKD
Company Name,Pak Datacom Limited
Price open,127
Price close,126.43
Price high,128
Price low,125.99
52 week high price,252
52 week low price,85.01
Market cap,1.5B
Shares outstanding,11.86M
Free float shares,5.06M
Weekly average volume,6.41K
Free Float %,42.63
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
