Metric,Value
Symbol,TRIPF
Company Name,Tri-Pack Films Limited
Price open,140
Price close,138.42
Price high,141
Price low,137.01
52 week high price,202.21
52 week low price,107
Market cap,5.37B
Shares outstanding,38.8M
Free float shares,7.76M
Weekly average volume,149.39K
Free Float %,20
Dividend Yield (%),0
Earnings Per Share,-7.62
Net Income Margin (%),-0.96
Price to Book Value,1.12
Price to Earnings,-18.16
PEG Ratio,-1.82
