Metric,Value
Symbol,BERG
Company Name,Berger Paints Pakistan Limited
Price open,103.02
Price close,101.17
Price high,104
Price low,100.01
52 week high price,141
52 week low price,80.65
Market cap,2.48B
Shares outstanding,24.55M
Free float shares,9.82M
Weekly average volume,136.42K
Free Float %,40
Dividend Yield (%),4.54
Earnings Per Share,12.44
Net Income Margin (%),3.37
Price to Book Value,0.65
Price to Earnings,6.91
PEG Ratio,-
