Metric,Value
Symbol,PGLC
Company Name,Pak-Gulf Leasing Company Limited
Price open,14.9
Price close,15.25
Price high,15.39
Price low,14.9
52 week high price,26.47
52 week low price,11.07
Market cap,754.43M
Shares outstanding,49.47M
Free float shares,9.89M
Weekly average volume,35.5K
Free Float %,20
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
