Metric,Value
Symbol,AGIC
Company Name,Askari General Insurance Company Limited
Price open,44
Price close,42.16
Price high,44
Price low,41.01
52 week high price,55.58
52 week low price,30.11
Market cap,4.24B
Shares outstanding,100.66M
Free float shares,40.27M
Weekly average volume,30.7K
Free Float %,40
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
