Metric,Value
Symbol,SFL
Company Name,Sapphire Fibres Limited
Price open,1.14K
Price close,1.13K
Price high,1.17K
Price low,1.12K
52 week high price,1.5K
52 week low price,910
Market cap,28.19B
Shares outstanding,24.87M
Free float shares,1.24M
Weekly average volume,181.2
Free Float %,5
Dividend Yield (%),0
Earnings Per Share,1.68K
Net Income Margin (%),63.83
Price to Book Value,0.32
Price to Earnings,0.6
PEG Ratio,-0.03
