Metric,Value
Symbol,GDL
Company Name,Ghani Dairies Limited
Price open,18.74
Price close,18.56
Price high,18.77
Price low,18.4
52 week high price,33
52 week low price,17.98
Market cap,7.97B
Shares outstanding,429.2M
Free float shares,107.3M
Weekly average volume,985.37K
Free Float %,25
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
