Metric,Value
Symbol,LPL
Company Name,Lalpir Power Limited
Price open,22.02
Price close,22.27
Price high,22.49
Price low,21.5
52 week high price,28.99
52 week low price,15.6
Market cap,6.23B
Shares outstanding,279.84M
Free float shares,111.94M
Weekly average volume,218.42K
Free Float %,40
Dividend Yield (%),0
Earnings Per Share,-0.15
Net Income Margin (%),-
Price to Book Value,0.53
Price to Earnings,-144.24
PEG Ratio,6.64
