Metric,Value
Symbol,PQGTL
Company Name,Pak Qatar General Takaful Limited
Price open,14.69
Price close,14.43
Price high,14.79
Price low,14.2
52 week high price,19.8
52 week low price,10.25
Market cap,1.46B
Shares outstanding,101.11M
Free float shares,40.44M
Weekly average volume,187.18K
Free Float %,40
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
