Metric,Value
Symbol,GEMPAPL
Company Name,Pak Agro Packaging Limited(GEM)
Price open,11.75
Price close,11.75
Price high,11.75
Price low,11.75
52 week high price,19
52 week low price,9
Market cap,235M
Shares outstanding,20M
Free float shares,15M
Weekly average volume,1.77K
Free Float %,75
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
