Metric,Value
Symbol,HUSI
Company Name,Husein Industries Limited
Price open,52.65
Price close,50
Price high,53
Price low,50
52 week high price,71.87
52 week low price,23.31
Market cap,531.29M
Shares outstanding,10.63M
Free float shares,4.78M
Weekly average volume,1.91K
Free Float %,45
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
