Metric,Value
Symbol,ASC
Company Name,Al Shaheer Corporation Limited
Price open,13.19
Price close,13.04
Price high,13.39
Price low,12.98
52 week high price,23.65
52 week low price,7.31
Market cap,4.89B
Shares outstanding,374.92M
Free float shares,337.43M
Weekly average volume,1.14M
Free Float %,90
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
