Metric,Value
Symbol,LEUL
Company Name,Leather Up Limited
Price open,44.99
Price close,41.8
Price high,44.99
Price low,41.7
52 week high price,72.68
52 week low price,25.76
Market cap,250.8M
Shares outstanding,6M
Free float shares,1.8M
Weekly average volume,22.54K
Free Float %,30
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
