Metric,Value
Symbol,FRCL
Company Name,Frontier Ceramics Limited
Price open,99.99
Price close,106.98
Price high,107
Price low,97
52 week high price,118.45
52 week low price,38.31
Market cap,4.05B
Shares outstanding,37.87M
Free float shares,1.89M
Weekly average volume,4.04K
Free Float %,5
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
