Metric,Value
Symbol,CJPL
Company Name,Crescent Jute Products Limited
Price open,22.4
Price close,21.28
Price high,24.51
Price low,20.8
52 week high price,33.94
52 week low price,5.51
Market cap,505.69M
Shares outstanding,23.76M
Free float shares,11.88M
Weekly average volume,2.77M
Free Float %,50
Dividend Yield (%),0
Earnings Per Share,-0.28
Net Income Margin (%),-
Price to Book Value,-2.43
Price to Earnings,-75.86
PEG Ratio,44.88
