Metric,Value
Symbol,KML
Company Name,Kohinoor Mills Limited
Price open,9.76
Price close,9.65
Price high,10.44
Price low,9.51
52 week high price,146.77
52 week low price,7.1
Market cap,4.91B
Shares outstanding,509.11M
Free float shares,76.37M
Weekly average volume,847.96K
Free Float %,15
Dividend Yield (%),0
Earnings Per Share,0.36
Net Income Margin (%),0.71
Price to Book Value,0.47
Price to Earnings,22.35
PEG Ratio,1.31
