Metric,Value
Symbol,SAPT
Company Name,Sapphire Textile Mills Limited
Price open,1.45K
Price close,1.49K
Price high,1.45K
Price low,1.45K
52 week high price,1.61K
52 week low price,1.16K
Market cap,32.23B
Shares outstanding,21.69M
Free float shares,2.17M
Weekly average volume,53.4
Free Float %,10
Dividend Yield (%),0.75
Earnings Per Share,387.04
Net Income Margin (%),5.77
Price to Book Value,0.4
Price to Earnings,3.45
PEG Ratio,0.25
