Metric,Value
Symbol,JSIL
Company Name,JS Investments Limited
Price open,42.05
Price close,44.38
Price high,48
Price low,42.05
52 week high price,57
52 week low price,25.61
Market cap,2.74B
Shares outstanding,61.77M
Free float shares,12.35M
Weekly average volume,6.4K
Free Float %,20
Dividend Yield (%),0
Earnings Per Share,7.2
Net Income Margin (%),30.5
Price to Book Value,1.03
Price to Earnings,6.16
PEG Ratio,0.47
