Metric,Value
Symbol,NEXT
Company Name,Next Capital Limited
Price open,14.26
Price close,15.39
Price high,16.62
Price low,14.26
52 week high price,20.01
52 week low price,8.33
Market cap,876.08M
Shares outstanding,56.93M
Free float shares,28.46M
Weekly average volume,30.29K
Free Float %,50
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
