Metric,Value
Symbol,CLOV
Company Name,Clover Pakistan Limited
Price open,7.8
Price close,7.54
Price high,7.8
Price low,7.51
52 week high price,88.64
52 week low price,6.59
Market cap,2.94B
Shares outstanding,389.29M
Free float shares,214.11M
Weekly average volume,1.92M
Free Float %,55
Dividend Yield (%),0
Earnings Per Share,0.61
Net Income Margin (%),4.44
Price to Book Value,4.03
Price to Earnings,9.68
PEG Ratio,-0.32
