Metric,Value
Symbol,MACFL
Company Name,MACPAC Films Limited
Price open,66.98
Price close,67.23
Price high,69.5
Price low,64.16
52 week high price,86.98
52 week low price,19.52
Market cap,3.99B
Shares outstanding,59.3M
Free float shares,23.72M
Weekly average volume,1.56M
Free Float %,40
Dividend Yield (%),1.01
Earnings Per Share,2.13
Net Income Margin (%),1.96
Price to Book Value,1.71
Price to Earnings,9.21
PEG Ratio,7.31
