Metric,Value
Symbol,GFIL
Company Name,Ghazi Fabrics International Limited
Price open,31.05
Price close,30.81
Price high,32.44
Price low,30.8
52 week high price,35.18
52 week low price,11.1
Market cap,1.01B
Shares outstanding,32.64M
Free float shares,3.26M
Weekly average volume,10.69K
Free Float %,10
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
