Metric,Value
Symbol,SIBL
Company Name,Security Investment Bank Limited
Price open,7.39
Price close,7.39
Price high,7.39
Price low,7.39
52 week high price,12.96
52 week low price,6.02
Market cap,437.11M
Shares outstanding,59.15M
Free float shares,17.74M
Weekly average volume,1.58K
Free Float %,30
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
