Metric,Value
Symbol,RUPL
Company Name,Rupali Polyester Limited
Price open,31.7
Price close,30.94
Price high,31.7
Price low,30.1
52 week high price,42.79
52 week low price,23.11
Market cap,1.05B
Shares outstanding,34.07M
Free float shares,10.22M
Weekly average volume,4.38K
Free Float %,30
Dividend Yield (%),0
Earnings Per Share,-20.94
Net Income Margin (%),-21.91
Price to Book Value,0.19
Price to Earnings,-1.48
PEG Ratio,0.03
