Metric,Value
Symbol,JSML
Company Name,Jauharabad Sugar Mills Limited
Price open,64.4
Price close,62.84
Price high,64.4
Price low,62.4
52 week high price,147.5
52 week low price,40.61
Market cap,2.14B
Shares outstanding,34.13M
Free float shares,13.65M
Weekly average volume,92.5K
Free Float %,40
Dividend Yield (%),0
Earnings Per Share,5.89
Net Income Margin (%),1.94
Price to Book Value,0.23
Price to Earnings,12.12
PEG Ratio,0.34
