Metric,Value
Symbol,ILP
Company Name,Interloop Limited
Price open,103.15
Price close,100.13
Price high,103.75
Price low,99.3
52 week high price,110.5
52 week low price,67
Market cap,140.35B
Shares outstanding,1.4B
Free float shares,280.34M
Weekly average volume,1.16M
Free Float %,20
Dividend Yield (%),4.17
Earnings Per Share,8.3
Net Income Margin (%),6.45
Price to Book Value,2.3
Price to Earnings,8.67
PEG Ratio,0.2
