Metric,Value
Symbol,BFBIO
Company Name,BF Biosciences Limited
Price open,133.2
Price close,131.73
Price high,134
Price low,131.51
52 week high price,189.97
52 week low price,124
Market cap,11.64B
Shares outstanding,88.33M
Free float shares,26.5M
Weekly average volume,117.88K
Free Float %,30
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
