Metric,Value
Symbol,IML
Company Name,Imperial  Limited
Price open,22.6
Price close,22.51
Price high,22.6
Price low,22.6
52 week high price,32.5
52 week low price,17.11
Market cap,2.23B
Shares outstanding,99.02M
Free float shares,24.76M
Weekly average volume,53.41K
Free Float %,25
Dividend Yield (%),0
Earnings Per Share,0.67
Net Income Margin (%),40.65
Price to Book Value,0.21
Price to Earnings,38.17
PEG Ratio,-
