Metric,Value
Symbol,EWIC
Company Name,East West Insurance Company Limited
Price open,0
Price close,48.54
Price high,0
Price low,0
52 week high price,64.69
52 week low price,0
Market cap,15.03B
Shares outstanding,309.61M
Free float shares,92.88M
Weekly average volume,131.67
Free Float %,30
Dividend Yield (%),0
Earnings Per Share,4.94
Net Income Margin (%),15.66
Price to Book Value,2.26
Price to Earnings,8.34
PEG Ratio,-
