Metric,Value
Symbol,MSCL
Company Name,Metropolitan Steel Corporation Limited
Price open,24
Price close,24.05
Price high,25
Price low,24
52 week high price,46.53
52 week low price,12.05
Market cap,745.01M
Shares outstanding,30.98M
Free float shares,7.74M
Weekly average volume,178.44K
Free Float %,25
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
