Metric,Value
Symbol,NCML
Company Name,Nazir Cotton Mills Limited
Price open,14.6
Price close,14.69
Price high,15.5
Price low,14.06
52 week high price,20.64
52 week low price,11.35
Market cap,337.87M
Shares outstanding,23M
Free float shares,18.54M
Weekly average volume,12.01K
Free Float %,80.62
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
