Metric,Value
Symbol,OLPM
Company Name,OLP Modaraba
Price open,24.7
Price close,25
Price high,25
Price low,24.5
52 week high price,25.98
52 week low price,19
Market cap,1.13B
Shares outstanding,45.38M
Free float shares,34.04M
Weekly average volume,11.92K
Free Float %,75
Dividend Yield (%),13.32
Earnings Per Share,3.44
Net Income Margin (%),9.88
Price to Book Value,0.85
Price to Earnings,6.39
PEG Ratio,-1.79
