Metric,Value
Symbol,AKDSL
Company Name,AKD Securities Limited
Price open,36.3
Price close,35.24
Price high,36.99
Price low,34.95
52 week high price,58.38
52 week low price,28.25
Market cap,19.66B
Shares outstanding,557.83M
Free float shares,27.89M
Weekly average volume,281.75K
Free Float %,5
Dividend Yield (%),0
Earnings Per Share,-
Net Income Margin (%),-
Price to Book Value,0
Price to Earnings,0
PEG Ratio,-
