Metric,Value
Symbol,JDMT
Company Name,Janana De Malucho Textile Mills Limited
Price open,134.02
Price close,139.14
Price high,148.64
Price low,129.25
52 week high price,175
52 week low price,60.1
Market cap,962.27M
Shares outstanding,6.92M
Free float shares,2.07M
Weekly average volume,79.1K
Free Float %,30
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
