Metric,Value
Symbol,PRWM
Company Name,Prosperity Weaving Mills Limited
Price open,65.99
Price close,68.87
Price high,68.87
Price low,64
52 week high price,72.38
52 week low price,38.25
Market cap,1.27B
Shares outstanding,18.48M
Free float shares,2.77M
Weekly average volume,30.42K
Free Float %,15
Dividend Yield (%),3.63
Earnings Per Share,9.75
Net Income Margin (%),1.05
Price to Book Value,0.49
Price to Earnings,7.07
PEG Ratio,1.81
