Metric,Value
Symbol,SHSML
Company Name,Shahmurad Sugar Mills Limited
Price open,390
Price close,385
Price high,390
Price low,385
52 week high price,549
52 week low price,326
Market cap,8.13B
Shares outstanding,21.12M
Free float shares,7.39M
Weekly average volume,9.93K
Free Float %,35
Dividend Yield (%),4.12
Earnings Per Share,41.33
Net Income Margin (%),4.41
Price to Book Value,0.63
Price to Earnings,9.5
PEG Ratio,0.86
