Metric,Value
Symbol,UDLI
Company Name,UDL International Limited
Price open,18.33
Price close,17.92
Price high,18.33
Price low,17.62
52 week high price,25.5
52 week low price,8.31
Market cap,629.36M
Shares outstanding,35.12M
Free float shares,14.05M
Weekly average volume,58.27K
Free Float %,40
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
