Metric,Value
Symbol,SLGL
Company Name,Secure Logistics-Trax Group Limited
Price open,16.5
Price close,16.31
Price high,16.78
Price low,16.21
52 week high price,26.5
52 week low price,13
Market cap,6.88B
Shares outstanding,421.79M
Free float shares,126.54M
Weekly average volume,2.94M
Free Float %,30
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
