Metric,Value
Symbol,ANSM
Company Name,Ansari Sugar Mills Limited
Price open,29.11
Price close,29.93
Price high,30.88
Price low,29.11
52 week high price,38.8
52 week low price,6.81
Market cap,1.68B
Shares outstanding,56.14M
Free float shares,25.26M
Weekly average volume,341.8K
Free Float %,45
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
