Metric,Value
Symbol,FANM
Company Name,First Al-Noor Modaraba
Price open,7.57
Price close,7.69
Price high,8.44
Price low,7.02
52 week high price,10.83
52 week low price,4.25
Market cap,177.64M
Shares outstanding,23.1M
Free float shares,11.55M
Weekly average volume,524.84K
Free Float %,50
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
