Metric,Value
Symbol,SGPL
Company Name,S.G. Power Limited
Price open,103
Price close,97.59
Price high,106
Price low,97.59
52 week high price,129.07
52 week low price,7.2
Market cap,1.74B
Shares outstanding,17.83M
Free float shares,16.05M
Weekly average volume,2.24M
Free Float %,90
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
