Metric,Value
Symbol,STJT
Company Name,Shahtaj Textile Limited
Price open,145.95
Price close,140.53
Price high,158.4
Price low,131.25
52 week high price,162
52 week low price,70
Market cap,1.36B
Shares outstanding,9.66M
Free float shares,1.45M
Weekly average volume,418.8
Free Float %,15
Dividend Yield (%),6.16
Earnings Per Share,27.72
Net Income Margin (%),4.42
Price to Book Value,0.55
Price to Earnings,3.4
PEG Ratio,0.48
