Metric,Value
Symbol,WASL
Company Name,Wasl Mobility Modaraba
Price open,6.14
Price close,5.99
Price high,6.14
Price low,5.87
52 week high price,6.14
52 week low price,4.31
Market cap,962.7M
Shares outstanding,160.72M
Free float shares,96.43M
Weekly average volume,2.29M
Free Float %,60
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
