Metric,Value
Symbol,LSEVL
Company Name,LSE Ventures Limited
Price open,13.8
Price close,13.91
Price high,14.1
Price low,13.45
52 week high price,16.15
52 week low price,5.56
Market cap,5.55B
Shares outstanding,399.2M
Free float shares,219.56M
Weekly average volume,2.75M
Free Float %,55
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
