Metric,Value
Symbol,STYLERS
Company Name,Stylers International Limited
Price open,52
Price close,52.31
Price high,53.56
Price low,50.2
52 week high price,61.12
52 week low price,36
Market cap,25.57B
Shares outstanding,488.83M
Free float shares,24.44M
Weekly average volume,28.46K
Free Float %,5
Dividend Yield (%),3.33
Earnings Per Share,2.28
Net Income Margin (%),5.99
Price to Book Value,1.88
Price to Earnings,19.76
PEG Ratio,-
