Metric,Value
Symbol,TGL
Company Name,Tariq Glass Industries Limited
Price open,195
Price close,189.92
Price high,195
Price low,188
52 week high price,291.5
52 week low price,128
Market cap,32.7B
Shares outstanding,172.17M
Free float shares,68.87M
Weekly average volume,231.68K
Free Float %,40
Dividend Yield (%),3.28
Earnings Per Share,24.49
Net Income Margin (%),13.38
Price to Book Value,1.33
Price to Earnings,5.53
PEG Ratio,0.25
