Metric,Value
Symbol,SEL
Company Name,Sitara Energy Limited
Price open,31
Price close,30.17
Price high,31.92
Price low,30
52 week high price,45.56
52 week low price,10.61
Market cap,576.01M
Shares outstanding,19.09M
Free float shares,10.5M
Weekly average volume,18.02K
Free Float %,55
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
