Metric,Value
Symbol,FZCM
Company Name,Fazal Cloth Mills Limited
Price open,250
Price close,250.14
Price high,259.98
Price low,250
52 week high price,408.84
52 week low price,185.52
Market cap,7.5B
Shares outstanding,30M
Free float shares,3M
Weekly average volume,1.65K
Free Float %,10
Dividend Yield (%),0
Earnings Per Share,3.02
Net Income Margin (%),0.1
Price to Book Value,0.15
Price to Earnings,64.65
PEG Ratio,40.86
