Metric,Value
Symbol,SHNI
Company Name,Shaheen Insurance Company Limited
Price open,11.45
Price close,10.87
Price high,11.55
Price low,10.57
52 week high price,13
52 week low price,6.61
Market cap,1.14B
Shares outstanding,104.81M
Free float shares,31.44M
Weekly average volume,4.02M
Free Float %,30
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
