Metric,Value
Symbol,NATM
Company Name,Nadeem Textile Mills Limited
Price open,77
Price close,85.16
Price high,77
Price low,77
52 week high price,92.94
52 week low price,77
Market cap,1.81B
Shares outstanding,21.27M
Free float shares,1.06M
Weekly average volume,1
Free Float %,5
Dividend Yield (%),0
Earnings Per Share,-53.59
Net Income Margin (%),-51.27
Price to Book Value,0.83
Price to Earnings,-1.59
PEG Ratio,0.05
