Metric,Value
Symbol,MFFL
Company Name,Mitchells Fruit Farms Limited
Price open,174.99
Price close,173.34
Price high,174.99
Price low,172
52 week high price,237
52 week low price,139.66
Market cap,3.97B
Shares outstanding,22.88M
Free float shares,3.85M
Weekly average volume,2.98K
Free Float %,16.82
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
