Metric,Value
Symbol,CTM
Company Name,Colony Textile Mills Limited
Price open,7.38
Price close,7.39
Price high,7.53
Price low,7.38
52 week high price,9.77
52 week low price,4.21
Market cap,3.68B
Shares outstanding,498.01M
Free float shares,99.6M
Weekly average volume,286.61K
Free Float %,20
Dividend Yield (%),0
Earnings Per Share,-3.56
Net Income Margin (%),-9
Price to Book Value,0.42
Price to Earnings,-2.07
PEG Ratio,0.07
