Metric,Value
Symbol,GRR
Company Name,Globe Residency REIT
Price open,22.49
Price close,22.29
Price high,22.49
Price low,22
52 week high price,24.95
52 week low price,17.6
Market cap,3.12B
Shares outstanding,140M
Free float shares,91M
Weekly average volume,401.34K
Free Float %,65
Dividend Yield (%),18.33
Earnings Per Share,5.38
Net Income Margin (%),16.7
Price to Book Value,1.58
Price to Earnings,3.66
PEG Ratio,-
