Metric,Value
Symbol,AKGL
Company Name,Al-Khair Gadoon Limited
Price open,0
Price close,49.95
Price high,0
Price low,0
52 week high price,68.75
52 week low price,0
Market cap,499.5M
Shares outstanding,10M
Free float shares,1M
Weekly average volume,328.5
Free Float %,10
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
