Metric,Value
Symbol,JUBS
Company Name,Jubilee Spinning & Weaving Mills Ltd.
Price open,55
Price close,53.79
Price high,55
Price low,55
52 week high price,73.9
52 week low price,11.62
Market cap,1.75B
Shares outstanding,32.49M
Free float shares,4.87M
Weekly average volume,32.88K
Free Float %,15
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
