Metric,Value
Symbol,DSIL
Company Name,D.S. Industries Limited
Price open,10.34
Price close,10.51
Price high,10.85
Price low,9.85
52 week high price,17.9
52 week low price,5.57
Market cap,879.54M
Shares outstanding,83.69M
Free float shares,71.13M
Weekly average volume,901.1K
Free Float %,85
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
